,Sensor59,Sensor103,Sensor510,Sensor348,Sensor431,Sensor434,Sensor430,Sensor435,Sensor21,Sensor28,Sensor436,Sensor129,Sensor210,Sensor298,Sensor163,Sensor124,Sensor295,Sensor160,Sensor316,Sensor164
0,-0.492923057319178,1.8255317515699538,0.23654337040464946,-0.2724206830351308,0.29696730683579814,-0.1374462865684842,0.009595965621278993,-0.19405860269747768,0.3184072928240247,-1.522971708496811,-0.127371572508994,0.416683699732546,-0.2795696278349049,-0.41307801054983784,-0.41194373259905803,1.1891067028901108,0.5130262330155669,0.7168443580099622,0.2876513271403911,-0.32993002019901874
1,-0.226438164638023,1.7275442180023937,2.2751703529152367,-0.8927747449062707,-0.5525990130270878,-0.179020772592418,-0.22160106195351165,-0.1066307225773844,0.28247753519284924,-0.3115598703536269,-0.16902000607012888,0.3778041603918969,-0.7732471930107478,-0.21202868700482397,-0.23142670684640979,0.7496579047728483,-0.799307655161053,-0.8643262181114657,-0.3190409976270653,-0.053414855400296786
2,2.1944230548515304,2.348131930596942,4.913293217107341,-1.2072007762656156,0.18723574815888477,-0.014193063373367489,-0.2249903232173947,-0.10500855971173177,0.2724970469619672,-0.6843041989799361,-0.19163279700216726,0.30004508171059874,-1.3172511119181085,0.2524108356030375,0.3839722445830727,1.3648862221370157,0.2705701760248187,0.40513782373051765,-0.24782144849228394,-0.04516067137645433
3,2.2527537654648504,1.2702690613537788,1.5348509383211837,1.3591954796944434,-0.24623402366962407,-0.2804875212875217,-0.07529933863310204,-0.11593267624505856,0.239761045564674,-1.898926109314719,-0.1780222545928361,0.6888404751170897,0.8611610567461684,-0.5502279366890721,-0.5924607583517062,-1.7991451243073355,-0.33859528781508497,-0.348878541314172,-0.5235638959699801,-0.08230449948374537
4,-1.6044354677638692,1.7275442180023937,2.451234292438419,-0.008982656761084808,-0.31955799384143757,-0.09765016847922284,-0.15703854947467796,-0.21440116574340878,0.22698602062914497,-1.9278456786084046,-0.172629015613016,-0.011073430772185125,0.06312887614638384,0.18227735064547446,0.055759470487348625,-0.7444680088258747,-0.4411843782926805,-0.47425770594054073,-1.0622783890115488,-0.3629467562943885
5,2.6646657651871837,1.4989066396780861,0.3444793980069938,-0.688822724565074,0.23239457904374197,-0.21877874087449992,0.4458419117571189,-0.21392063275807185,-0.7019978239013573,-2.0595743167411413,-0.17489116364912743,0.3778041603918969,-0.5839242432588468,-0.5595790680167472,-0.6170767164088855,0.7496579047728483,0.4646309761476084,0.6175858526807535,-0.38004422523078785,-0.37945512434207335
6,-0.0893304936039015,1.8255317515699538,2.7555047963882906,-0.5953447152420255,0.04206468310059071,-0.17980431093987267,0.44354076713159957,-0.20714366150425914,-0.8552981231277058,-2.515867281056909,-0.09422429706051863,0.06668564790911301,-0.6821804576870486,-0.46606775473999656,-0.5104075648277753,0.3980988662790229,0.08311075103095686,0.15263811719130285,-1.0420422136711835,-0.3629467562943885
7,2.7525299477446437,1.3355940837321523,0.6202893565426758,-0.2639226821875807,-0.24199316391174036,-0.07660614791893278,-0.39147772050255253,-0.06501074140495758,0.35593392857214123,-0.6360952769673651,-0.17449724286435003,1.0388385269405225,-0.44972063330813244,0.03889333695445683,0.17063394142085214,0.046539827785213074,-0.35775936330033675,-0.3645509368924681,-1.1497065251907963,0.05801662892157615
8,2.526211839021705,1.6295566844348333,2.1993835613662824,-1.2241967779607155,3.257722721732289,3.48614858715856,3.3125407116814753,3.6145934173030096,2.270590790784556,-1.937475895183203,3.6643621814640395,1.0388385269405225,-1.1279281621662076,6.101543481063789,6.33282877506807,0.046539827785213074,3.9707798545072177,4.082926652770667,-1.5664145630249209,6.7604140562816415
9,2.666380136956021,0.812993904705164,0.8031544024207835,0.5943754034149554,0.22955358803862272,-0.18464053265000488,-0.06473183852531922,-0.18773012889664614,0.41661529701590416,-0.7132237682736238,-0.19706079369829124,1.0388385269405225,0.08230082042505724,-0.46606775473999656,-0.5268182035325615,0.046539827785213074,0.49328247637294326,0.5688272886593879,-0.9756361237193056,-0.3134216521513339
