Unnamed: 0,Sensor59,Sensor103,Sensor510,Sensor348,Sensor431,Sensor434,Sensor430,Sensor435,Sensor21,Sensor28,Sensor436,Sensor129,Sensor210,Sensor298,Sensor163,Sensor124,Sensor295,Sensor160,Sensor316,Sensor164,Pass_Fail
0.0,0.13829091626647294,0.5394736842105263,0.14323994302359036,0.053409632808774435,0.08289049999999999,0.025125749999999995,0.04691824999999999,0.006768250000000007,0.24212440124471168,0.2612594594594595,0.007789499999999998,0.5983164983164982,0.09349845201238394,0.07085866261398177,0.09404388714733544,0.7462686567164161,0.19857599259455125,0.23189448441247001,0.337770188986767,0.026417171161254825,2
0.0006385696040868455,0.15114361471427767,0.5338345864661654,0.3132694744522023,0.01859799713876968,0.005663749999999995,0.021583999999999992,0.026095750000000004,0.014273250000000003,0.23897765812384178,0.48768648648648666,0.004194750000000006,0.5907327240660573,0.05098039215686276,0.0953647416413374,0.11703239289446189,0.6716417910447761,0.013255017363001387,0.014148681055155835,0.2778532345065776,0.06329113924050635,2
0.001277139208173691,0.2679029511443249,0.5695488721804511,0.5332993270431294,0.0009537434430138408,0.07291575,0.03562575,0.025790499999999997,0.014412500000000009,0.23810356281248904,0.41801621621621654,0.002243000000000002,0.5755651755651754,0.004127966976264191,0.15197568389057753,0.19540229885057475,0.776119402985072,0.16433760757901889,0.18896882494004794,0.2848868795839963,0.06439185470555862,1
0.0019157088122605365,0.27071627022675476,0.5075187969924813,0.25152391518568384,0.14496900333810206,0.03351275000000001,0.012939999999999997,0.03927225,0.013474750000000006,0.235236530191252,0.1909891891891894,0.003417749999999997,0.6514029180695846,0.19174406604747163,0.05414133738601824,0.071055381400209,0.2388059701492533,0.0783144248712681,0.08513189448441244,0.2576545461601148,0.059438635112823344,2
0.002554278416347382,0.08468212182899221,0.5338345864661654,0.32795390146873066,0.0681926561754888,0.026847500000000007,0.028515999999999996,0.0319105,0.005022000000000009,0.2341176881927205,0.18558378378378387,0.0038832499999999995,0.5148789482122814,0.12301341589267287,0.14342705167173253,0.1536050156739812,0.4179104477611947,0.06382732637696556,0.06786570743405274,0.2044510846365788,0.022014309301045684,2
0.0031928480204342275,0.2905829901229471,0.5206766917293233,0.15224223346462598,0.030042918454935633,0.07702075,0.018196999999999998,0.08620824999999999,0.005063250000000002,0.15275689661200653,0.1609621621621623,0.0036880000000000003,0.5907327240660573,0.06728586171310633,0.05300151975683891,0.06792058516196449,0.6716417910447761,0.1917418657917963,0.21822541966426856,0.2718285536885404,0.01981287837094113,2
0.003831417624521073,0.1577563856408113,0.5394736842105263,0.3533312616518242,0.035288507391511695,0.059719499999999995,0.02151725,0.086001,0.005645000000000004,0.1393307926296283,0.07567567567567562,0.0106505,0.5300464967131633,0.058823529411764726,0.06439969604863222,0.08150470219435738,0.6119402985074613,0.13786556127342767,0.1541966426858513,0.2064496099965074,0.022014309301045684,2
0.004469987228607919,0.29482072319446145,0.5112781954887218,0.17524587190142046,0.05388650453028136,0.033898250000000005,0.030308750000000002,0.010796,0.01784600000000001,0.24541099961539803,0.4270270270270269,0.0037219999999999996,0.7196729196729196,0.07884416924664604,0.1259498480243161,0.16823406478578895,0.5522388059701494,0.07560817367228977,0.08297362110311748,0.19581667895533394,0.07815079801871215,2
0.005108556832694764,0.2839052886442044,0.5281954887218046,0.30694855710631425,0.0,0.35202725,0.3338215,0.34439425,0.33371125000000007,0.4130974441453096,0.18378378378378374,0.33506075,0.7196729196729196,0.020433436532507745,0.8649316109422494,0.9529780564263324,0.5522388059701494,0.6868619989367231,0.695443645083933,0.1546625790678722,0.9719317556411666,2
0.005747126436781609,0.29066567512302566,0.48120300751879697,0.19049753801398983,0.10205054840247973,0.0767625,0.02110525,0.040224,0.0073115000000000055,0.25072549910842273,0.41261081081081064,0.0017745000000000018,0.7196729196729196,0.12466460268317854,0.06439969604863222,0.0794148380355277,0.5522388059701494,0.1957878818334787,0.21151079136690645,0.21300787768248663,0.02861860209135938,2
